# SYNTHETIC RELEVANCE LABELS — produced by training/labeling.py (LABELING_POLICY_VERSION 2.0.0). These are not observed customer choices. A model trained on them partially reproduces that policy.
group_id,user_id,split,label,raw_score,stress_failure_rate,demoted,noised,candidate_id,product_id,lender,tenure_months,strategy,required_amount,loan_amount,emi,total_interest,total_repayment,liquidation_amount,volatile_liquidation_amount,remaining_portfolio_value,resulting_liquidity_ratio,resulting_debt_burden_ratio,affordability_headroom,SYNTHETIC
1,syn-0005,train,0,0.451383,0.335,False,False,PL-402-150000-12-BORROW_40_LIQUIDATE_60,PL-402,Cobalt Money,12,BORROW_40_LIQUIDATE_60,375000.0,150000.0,13574.16,12889.95,162889.95,225000.0,0.0,308037.12,0.305928,0.224737,225.84,TRUE
1,syn-0005,train,1,0.557399,0.335,True,False,PL-402-75000-12-BORROW_20_LIQUIDATE_80,PL-402,Cobalt Money,12,BORROW_20_LIQUIDATE_80,375000.0,75000.0,6787.08,6444.97,81444.97,300000.0,0.0,232279.55,0.079557,0.171169,7012.92,TRUE
1,syn-0005,train,1,0.552248,0.335,True,False,PL-402-150000-24-BORROW_40_LIQUIDATE_60,PL-402,Cobalt Money,24,BORROW_40_LIQUIDATE_60,375000.0,150000.0,7308.68,25408.35,175408.35,225000.0,0.0,308037.12,0.305928,0.175286,6491.32,TRUE
1,syn-0005,train,2,0.607832,0.335,True,False,PL-402-75000-24-BORROW_20_LIQUIDATE_80,PL-402,Cobalt Money,24,BORROW_20_LIQUIDATE_80,375000.0,75000.0,3654.34,12704.18,87704.18,300000.0,0.0,232279.55,0.079557,0.146443,10145.66,TRUE
1,syn-0005,train,1,0.568128,0.335,True,False,PL-402-375000-36-BORROW_100,PL-402,Cobalt Money,36,BORROW_100,375000.0,375000.0,13091.51,96294.19,471294.19,0.0,0.0,534500.0,0.6,0.220927,708.49,TRUE
1,syn-0005,train,1,0.580423,0.335,True,False,PL-402-150000-36-BORROW_40_LIQUIDATE_60,PL-402,Cobalt Money,36,BORROW_40_LIQUIDATE_60,375000.0,150000.0,5236.6,38517.68,188517.68,225000.0,0.0,308037.12,0.305928,0.158931,8563.4,TRUE
1,syn-0005,train,2,0.621919,0.335,True,False,PL-402-75000-36-BORROW_20_LIQUIDATE_80,PL-402,Cobalt Money,36,BORROW_20_LIQUIDATE_80,375000.0,75000.0,2618.3,19258.84,94258.84,300000.0,0.0,232279.55,0.079557,0.138266,11181.7,TRUE
1,syn-0005,train,1,0.592511,0.335,True,False,PL-402-375000-48-BORROW_100,PL-402,Cobalt Money,48,BORROW_100,375000.0,375000.0,10531.82,130527.46,505527.46,0.0,0.0,534500.0,0.6,0.200725,3268.18,TRUE
1,syn-0005,train,1,0.590176,0.335,True,False,PL-402-150000-48-BORROW_40_LIQUIDATE_60,PL-402,Cobalt Money,48,BORROW_40_LIQUIDATE_60,375000.0,150000.0,4212.73,52210.98,202210.98,225000.0,0.0,308037.12,0.305928,0.15085,9587.27,TRUE
1,syn-0005,train,2,0.626796,0.335,True,False,PL-402-75000-48-BORROW_20_LIQUIDATE_80,PL-402,Cobalt Money,48,BORROW_20_LIQUIDATE_80,375000.0,75000.0,2106.36,26105.49,101105.49,300000.0,0.0,232279.55,0.079557,0.134225,11693.64,TRUE
2,syn-0007,test,3,0.676053,0.0,False,False,NO-LOAN,,,,LIQUIDATE_100,1561000.0,0.0,0.0,0.0,0.0,1561000.0,920600.0,12121570.0,0.0,0.002417,39600.0,TRUE
2,syn-0007,test,0,0.414479,0.205,False,False,VL-202-374640-12-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,12,BORROW_40_LIQUIDATE_60,1561000.0,374640.0,33242.51,24270.13,398910.13,561960.0,0.0,13166640.0,0.009453,0.270286,6357.49,TRUE
2,syn-0007,test,0,0.469477,0.065,False,False,VL-202-187320-12-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,12,BORROW_20_LIQUIDATE_80,1561000.0,187320.0,16621.26,12135.07,199455.07,749280.0,66157.89,12976012.11,0.0,0.136352,22978.74,TRUE
2,syn-0007,test,0,0.540975,0.205,False,False,VL-202-749280-24-BORROW_80_LIQUIDATE_20,VL-202,Harbourline Finance,24,BORROW_80_LIQUIDATE_20,1561000.0,749280.0,35183.8,95131.15,844411.15,187320.0,0.0,13541280.0,0.036858,0.285929,4416.2,TRUE
2,syn-0007,test,1,0.601086,0.14,False,False,VL-202-561960-24-BORROW_60_LIQUIDATE_40,VL-202,Harbourline Finance,24,BORROW_60_LIQUIDATE_40,1561000.0,561960.0,26387.85,71348.36,633308.36,374640.0,0.0,13353960.0,0.023348,0.215051,13212.15,TRUE
2,syn-0007,test,0,0.532829,0.065,False,False,VL-202-374640-24-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,24,BORROW_40_LIQUIDATE_60,1561000.0,374640.0,17591.9,47565.57,422205.57,561960.0,0.0,13166640.0,0.009453,0.144173,22008.1,TRUE
2,syn-0007,test,0,0.528652,0.0,False,False,VL-202-187320-24-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,24,BORROW_20_LIQUIDATE_80,1561000.0,187320.0,8795.95,23782.79,211102.79,749280.0,66157.89,12976012.11,0.0,0.073295,30804.05,TRUE
2,syn-0007,test,1,0.573345,0.195,False,False,VL-202-936600-36-BORROW_100,VL-202,Harbourline Finance,36,BORROW_100,1561000.0,936600.0,30996.81,179285.03,1115885.03,0.0,0.0,13728600.0,0.05,0.25219,8603.19,TRUE
2,syn-0007,test,2,0.61496,0.115,False,False,VL-202-749280-36-BORROW_80_LIQUIDATE_20,VL-202,Harbourline Finance,36,BORROW_80_LIQUIDATE_20,1561000.0,749280.0,24797.45,143428.03,892708.03,187320.0,0.0,13541280.0,0.036858,0.202236,14802.55,TRUE
2,syn-0007,test,2,0.656574,0.075,False,False,VL-202-561960-36-BORROW_60_LIQUIDATE_40,VL-202,Harbourline Finance,36,BORROW_60_LIQUIDATE_40,1561000.0,561960.0,18598.08,107571.02,669531.02,374640.0,0.0,13353960.0,0.023348,0.152281,21001.92,TRUE
2,syn-0007,test,1,0.569822,0.015,False,False,VL-202-374640-36-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,36,BORROW_40_LIQUIDATE_60,1561000.0,374640.0,12398.72,71714.01,446354.01,561960.0,0.0,13166640.0,0.009453,0.102327,27201.28,TRUE
2,syn-0007,test,0,0.547148,0.0,False,False,VL-202-187320-36-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,36,BORROW_20_LIQUIDATE_80,1561000.0,187320.0,6199.36,35857.01,223177.01,749280.0,66157.89,12976012.11,0.0,0.052372,33400.64,TRUE
2,syn-0007,test,2,0.614758,0.115,False,False,VL-202-936600-48-BORROW_100,VL-202,Harbourline Finance,48,BORROW_100,1561000.0,936600.0,24549.46,241774.14,1178374.14,0.0,0.0,13728600.0,0.05,0.200237,15050.54,TRUE
2,syn-0007,test,2,0.648091,0.075,False,False,VL-202-749280-48-BORROW_80_LIQUIDATE_20,VL-202,Harbourline Finance,48,BORROW_80_LIQUIDATE_20,1561000.0,749280.0,19639.57,193419.31,942699.31,187320.0,0.0,13541280.0,0.036858,0.160673,19960.43,TRUE
2,syn-0007,test,3,0.681423,0.05,False,False,VL-202-561960-48-BORROW_60_LIQUIDATE_40,VL-202,Harbourline Finance,48,BORROW_60_LIQUIDATE_40,1561000.0,561960.0,14729.68,145064.49,707024.49,374640.0,0.0,13353960.0,0.023348,0.121109,24870.32,TRUE
2,syn-0007,test,1,0.586387,0.0,False,False,VL-202-374640-48-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,48,BORROW_40_LIQUIDATE_60,1561000.0,374640.0,9819.78,96709.66,471349.66,561960.0,0.0,13166640.0,0.009453,0.081545,29780.22,TRUE
2,syn-0007,test,0,0.555431,0.0,False,False,VL-202-187320-48-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,48,BORROW_20_LIQUIDATE_80,1561000.0,187320.0,4909.89,48354.83,235674.83,749280.0,66157.89,12976012.11,0.0,0.041981,34690.11,TRUE
2,syn-0007,test,2,0.635574,0.075,False,False,VL-202-936600-60-BORROW_100,VL-202,Harbourline Finance,60,BORROW_100,1561000.0,936600.0,20716.02,306361.16,1242961.16,0.0,0.0,13728600.0,0.05,0.169347,18883.98,TRUE
2,syn-0007,test,3,0.664743,0.065,False,False,VL-202-749280-60-BORROW_80_LIQUIDATE_20,VL-202,Harbourline Finance,60,BORROW_80_LIQUIDATE_20,1561000.0,749280.0,16572.82,245088.93,994368.93,187320.0,0.0,13541280.0,0.036858,0.135961,23027.18,TRUE
2,syn-0007,test,3,0.693912,0.015,False,False,VL-202-561960-60-BORROW_60_LIQUIDATE_40,VL-202,Harbourline Finance,60,BORROW_60_LIQUIDATE_40,1561000.0,561960.0,12429.61,183816.7,745776.7,374640.0,0.0,13353960.0,0.023348,0.102575,27170.39,TRUE
2,syn-0007,test,1,0.594714,0.0,False,False,VL-202-374640-60-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,60,BORROW_40_LIQUIDATE_60,1561000.0,374640.0,8286.41,122544.46,497184.46,561960.0,0.0,13166640.0,0.009453,0.069189,31313.59,TRUE
2,syn-0007,test,1,0.559594,0.0,False,False,VL-202-187320-60-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,60,BORROW_20_LIQUIDATE_80,1561000.0,187320.0,4143.2,61272.23,248592.23,749280.0,66157.89,12976012.11,0.0,0.035803,35456.8,TRUE
2,syn-0007,test,0,0.479956,0.09,False,False,VL-202-249760-12-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,12,BORROW_20_LIQUIDATE_80,1561000.0,249760.0,22161.67,16180.09,265940.09,999040.0,329063.16,12713106.84,0.0,0.180997,17438.33,TRUE
2,syn-0007,test,0,0.489263,0.095,False,False,VL-202-499520-24-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,24,BORROW_40_LIQUIDATE_60,1561000.0,499520.0,23455.87,63420.76,562940.76,749280.0,66157.89,12976012.11,0.0,0.191425,16144.13,TRUE
2,syn-0007,test,1,0.558857,0.005,False,True,VL-202-249760-24-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,24,BORROW_20_LIQUIDATE_80,1561000.0,249760.0,11727.93,31710.38,281470.38,999040.0,329063.16,12713106.84,0.0,0.096921,27872.07,TRUE
2,syn-0007,test,2,0.620268,0.205,False,False,VL-202-999040-36-BORROW_80_LIQUIDATE_20,VL-202,Harbourline Finance,36,BORROW_80_LIQUIDATE_20,1561000.0,999040.0,33063.26,191237.37,1190277.37,249760.0,0.0,13478840.0,0.032397,0.268842,6536.74,TRUE
2,syn-0007,test,0,0.538586,0.065,False,False,VL-202-499520-36-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,36,BORROW_40_LIQUIDATE_60,1561000.0,499520.0,16531.63,95618.68,595138.68,749280.0,66157.89,12976012.11,0.0,0.13563,23068.37,TRUE
2,syn-0007,test,1,0.583518,0.0,False,False,VL-202-249760-36-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,36,BORROW_20_LIQUIDATE_80,1561000.0,249760.0,8265.82,47809.34,297569.34,999040.0,329063.16,12713106.84,0.0,0.069023,31334.18,TRUE
2,syn-0007,test,2,0.62,0.205,False,False,VL-202-1248800-48-BORROW_100,VL-202,Harbourline Finance,48,BORROW_100,1561000.0,1248800.0,32732.62,322365.52,1571165.52,0.0,0.0,13728600.0,0.05,0.266177,6867.38,TRUE
2,syn-0007,test,3,0.664443,0.135,False,False,VL-202-999040-48-BORROW_80_LIQUIDATE_20,VL-202,Harbourline Finance,48,BORROW_80_LIQUIDATE_20,1561000.0,999040.0,26186.09,257892.42,1256932.42,249760.0,0.0,13478840.0,0.032397,0.213425,13413.91,TRUE
2,syn-0007,test,1,0.560673,0.025,False,False,VL-202-499520-48-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,48,BORROW_40_LIQUIDATE_60,1561000.0,499520.0,13093.05,128946.21,628466.21,749280.0,66157.89,12976012.11,0.0,0.107921,26506.95,TRUE
2,syn-0007,test,1,0.594562,0.0,False,False,VL-202-249760-48-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,48,BORROW_20_LIQUIDATE_80,1561000.0,249760.0,6546.52,64473.1,314233.1,999040.0,329063.16,12713106.84,0.0,0.055169,33053.48,TRUE
2,syn-0007,test,2,0.647755,0.15,False,False,VL-202-1248800-60-BORROW_100,VL-202,Harbourline Finance,60,BORROW_100,1561000.0,1248800.0,27621.36,408481.55,1657281.55,0.0,0.0,13728600.0,0.05,0.224991,11978.64,TRUE
2,syn-0007,test,3,0.686647,0.09,False,False,VL-202-999040-60-BORROW_80_LIQUIDATE_20,VL-202,Harbourline Finance,60,BORROW_80_LIQUIDATE_20,1561000.0,999040.0,22097.09,326785.24,1325825.24,249760.0,0.0,13478840.0,0.032397,0.180476,17502.91,TRUE
2,syn-0007,test,1,0.571775,0.0,False,False,VL-202-499520-60-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,60,BORROW_40_LIQUIDATE_60,1561000.0,499520.0,11048.54,163392.62,662912.62,749280.0,66157.89,12976012.11,0.0,0.091447,28551.46,TRUE
2,syn-0007,test,1,0.600113,0.0,False,False,VL-202-249760-60-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,60,BORROW_20_LIQUIDATE_80,1561000.0,249760.0,5524.27,81696.31,331456.31,999040.0,329063.16,12713106.84,0.0,0.046932,34075.73,TRUE
2,syn-0007,test,0,0.490435,0.15,False,False,VL-202-312200-12-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,12,BORROW_20_LIQUIDATE_80,1561000.0,312200.0,27702.09,20225.11,332425.11,1248800.0,591968.42,12450201.58,0.0,0.225641,11897.91,TRUE
2,syn-0007,test,0,0.502068,0.185,False,False,VL-202-624400-24-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,24,BORROW_40_LIQUIDATE_60,1561000.0,624400.0,29319.83,79275.95,703675.95,936600.0,263336.84,12778833.16,0.0,0.238677,10280.17,TRUE
2,syn-0007,test,1,0.589061,0.05,False,False,VL-202-312200-24-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,24,BORROW_20_LIQUIDATE_80,1561000.0,312200.0,14659.92,39637.98,351837.98,1248800.0,591968.42,12450201.58,0.0,0.120547,24940.08,TRUE
2,syn-0007,test,1,0.563722,0.075,False,False,VL-202-624400-36-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,36,BORROW_40_LIQUIDATE_60,1561000.0,624400.0,20664.54,119523.36,743923.36,936600.0,263336.84,12778833.16,0.0,0.168933,18935.46,TRUE
2,syn-0007,test,2,0.619888,0.0,False,False,VL-202-312200-36-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,36,BORROW_20_LIQUIDATE_80,1561000.0,312200.0,10332.27,59761.68,371961.68,1248800.0,591968.42,12450201.58,0.0,0.085675,29267.73,TRUE
2,syn-0007,test,1,0.591331,0.065,False,False,VL-202-624400-48-BORROW_40_LIQUIDATE_60,VL-202,Harbourline Finance,48,BORROW_40_LIQUIDATE_60,1561000.0,624400.0,16366.31,161182.76,785582.76,936600.0,263336.84,12778833.16,0.0,0.134297,23233.69,TRUE
2,syn-0007,test,2,0.633692,0.0,False,False,VL-202-312200-48-BORROW_20_LIQUIDATE_80,VL-202,Harbourline Finance,48,BORROW_20_LIQUIDATE_80,1561000.0,312200.0,8183.15,80591.38,392791.38,1248800.0,591968.42,12450201.58,0.0,0.068357,31416.85,TRUE
