# SYNTHETIC DATA — generated by training/generate_data.py. These customers, portfolios, products and interactions are fabricated. Not real banking data.
user_id,archetype,asset_type,current_value,invested_value,SYNTHETIC
syn-0016,balanced,CASH,1246575.0,996885.9,TRUE
syn-0016,balanced,FIXED_DEPOSIT,2077625.0,2237701.49,TRUE
syn-0016,balanced,MUTUAL_FUNDS,2493150.0,2366645.1,TRUE
syn-0016,balanced,STOCKS,1662100.0,1239994.99,TRUE
syn-0016,balanced,BONDS,831050.0,1068956.35,TRUE
syn-0019,volatile_heavy,CASH,3125.0,2562.55,TRUE
syn-0019,volatile_heavy,STOCKS,34375.0,33496.2,TRUE
syn-0019,volatile_heavy,CRYPTO,25000.0,28086.7,TRUE
syn-0021,balanced,CASH,90180.0,76270.85,TRUE
syn-0021,balanced,FIXED_DEPOSIT,150300.0,210047.18,TRUE
syn-0021,balanced,MUTUAL_FUNDS,180360.0,256387.93,TRUE
syn-0021,balanced,STOCKS,120240.0,146235.25,TRUE
syn-0021,balanced,BONDS,60120.0,57161.41,TRUE
syn-0022,conservative_income,FIXED_DEPOSIT,2958705.0,2562468.33,TRUE
syn-0022,conservative_income,BONDS,2629960.0,2779792.64,TRUE
syn-0022,conservative_income,CASH,986235.0,736966.57,TRUE
syn-0023,volatile_heavy,CASH,7175.0,7023.6,TRUE
syn-0023,volatile_heavy,STOCKS,78925.0,87170.82,TRUE
syn-0023,volatile_heavy,CRYPTO,57400.0,40154.77,TRUE
syn-0024,equity_tilted,CASH,33264.0,32504.55,TRUE
syn-0024,equity_tilted,MUTUAL_FUNDS,133056.0,98590.26,TRUE
syn-0024,equity_tilted,STOCKS,207900.0,160307.44,TRUE
syn-0024,equity_tilted,BONDS,41580.0,29125.38,TRUE
syn-0026,conservative_income,FIXED_DEPOSIT,158715.0,134769.52,TRUE
syn-0026,conservative_income,BONDS,141080.0,104082.19,TRUE
syn-0026,conservative_income,CASH,52905.0,53207.81,TRUE
syn-0027,volatile_heavy,CASH,158920.0,126802.94,TRUE
syn-0027,volatile_heavy,STOCKS,1748120.0,1324077.34,TRUE
syn-0027,volatile_heavy,CRYPTO,1271360.0,1001292.39,TRUE
syn-0029,equity_tilted,CASH,51208.0,77469.36,TRUE
syn-0029,equity_tilted,MUTUAL_FUNDS,204832.0,240932.51,TRUE
syn-0029,equity_tilted,STOCKS,320050.0,226135.14,TRUE
syn-0029,equity_tilted,BONDS,64010.0,93772.04,TRUE
syn-0030,conservative_income,FIXED_DEPOSIT,526005.0,719768.79,TRUE
syn-0030,conservative_income,BONDS,467560.0,454716.97,TRUE
syn-0030,conservative_income,CASH,175335.0,125949.13,TRUE
syn-0032,equity_tilted,CASH,6384.0,4724.94,TRUE
syn-0032,equity_tilted,MUTUAL_FUNDS,25536.0,17635.74,TRUE
syn-0032,equity_tilted,STOCKS,39900.0,43975.83,TRUE
syn-0032,equity_tilted,BONDS,7980.0,11772.67,TRUE
syn-0033,volatile_heavy,CASH,107540.0,117056.51,TRUE
syn-0033,volatile_heavy,STOCKS,1182940.0,1371541.78,TRUE
syn-0033,volatile_heavy,CRYPTO,860320.0,846282.28,TRUE
syn-0034,balanced,CASH,171345.0,187991.74,TRUE
syn-0034,balanced,FIXED_DEPOSIT,285575.0,336385.9,TRUE
syn-0034,balanced,MUTUAL_FUNDS,342690.0,501752.23,TRUE
syn-0034,balanced,STOCKS,228460.0,214685.25,TRUE
syn-0034,balanced,BONDS,114230.0,125035.17,TRUE
syn-0035,equity_tilted,CASH,76208.0,65184.38,TRUE
syn-0035,equity_tilted,MUTUAL_FUNDS,304832.0,389234.74,TRUE
syn-0035,equity_tilted,STOCKS,476300.0,650649.52,TRUE
syn-0035,equity_tilted,BONDS,95260.0,110511.32,TRUE
syn-0036,balanced,CASH,23355.0,18933.82,TRUE
syn-0036,balanced,FIXED_DEPOSIT,38925.0,27837.2,TRUE
syn-0036,balanced,MUTUAL_FUNDS,46710.0,32339.29,TRUE
syn-0036,balanced,STOCKS,31140.0,23409.97,TRUE
syn-0036,balanced,BONDS,15570.0,16146.21,TRUE
syn-0037,cash_heavy,CASH,314160.0,415132.61,TRUE
syn-0037,cash_heavy,FIXED_DEPOSIT,199920.0,261802.34,TRUE
syn-0037,cash_heavy,MUTUAL_FUNDS,57120.0,60279.03,TRUE
syn-0038,volatile_heavy,CASH,157965.0,237211.68,TRUE
syn-0038,volatile_heavy,STOCKS,1737615.0,1228141.95,TRUE
syn-0038,volatile_heavy,CRYPTO,1263720.0,1349336.14,TRUE
syn-0039,cash_heavy,CASH,287650.0,293446.93,TRUE
syn-0039,cash_heavy,FIXED_DEPOSIT,183050.0,194414.92,TRUE
syn-0039,cash_heavy,MUTUAL_FUNDS,52300.0,56018.4,TRUE
syn-0041,conservative_income,FIXED_DEPOSIT,36810.0,32080.58,TRUE
syn-0041,conservative_income,BONDS,32720.0,25964.57,TRUE
syn-0041,conservative_income,CASH,12270.0,11222.41,TRUE
syn-0042,cash_heavy,CASH,625900.0,693597.63,TRUE
syn-0042,cash_heavy,FIXED_DEPOSIT,398300.0,317263.23,TRUE
syn-0042,cash_heavy,MUTUAL_FUNDS,113800.0,136756.77,TRUE
syn-0044,conservative_income,FIXED_DEPOSIT,57690.0,80342.74,TRUE
syn-0044,conservative_income,BONDS,51280.0,50213.96,TRUE
syn-0044,conservative_income,CASH,19230.0,29182.35,TRUE
syn-0046,cash_heavy,CASH,3384865.0,3019208.15,TRUE
syn-0046,cash_heavy,FIXED_DEPOSIT,2154005.0,2033918.81,TRUE
syn-0046,cash_heavy,MUTUAL_FUNDS,615430.0,555514.59,TRUE
syn-0048,cash_heavy,CASH,7710450.0,6201210.02,TRUE
syn-0048,cash_heavy,FIXED_DEPOSIT,4906650.0,3907226.66,TRUE
syn-0048,cash_heavy,MUTUAL_FUNDS,1401900.0,1128598.54,TRUE
syn-0052,balanced,CASH,81075.0,56697.48,TRUE
syn-0052,balanced,FIXED_DEPOSIT,135125.0,171949.8,TRUE
syn-0052,balanced,MUTUAL_FUNDS,162150.0,139086.71,TRUE
syn-0052,balanced,STOCKS,108100.0,121145.24,TRUE
syn-0052,balanced,BONDS,54050.0,65298.8,TRUE
syn-0053,volatile_heavy,CASH,8600.0,7653.38,TRUE
syn-0053,volatile_heavy,STOCKS,94600.0,141332.67,TRUE
syn-0053,volatile_heavy,CRYPTO,68800.0,48668.03,TRUE
syn-0054,equity_tilted,CASH,209816.0,247069.51,TRUE
syn-0054,equity_tilted,MUTUAL_FUNDS,839264.0,715786.6,TRUE
syn-0054,equity_tilted,STOCKS,1311350.0,1983939.34,TRUE
syn-0054,equity_tilted,BONDS,262270.0,255676.88,TRUE
syn-0055,volatile_heavy,CASH,20780.0,23127.87,TRUE
syn-0055,volatile_heavy,STOCKS,228580.0,220070.36,TRUE
syn-0055,volatile_heavy,CRYPTO,166240.0,156543.38,TRUE
syn-0057,equity_tilted,CASH,1168272.0,988946.87,TRUE
syn-0057,equity_tilted,MUTUAL_FUNDS,4673088.0,5105867.7,TRUE
syn-0057,equity_tilted,STOCKS,7301700.0,5193059.73,TRUE
syn-0057,equity_tilted,BONDS,1460340.0,1465540.99,TRUE
syn-0058,cash_heavy,CASH,4267505.0,3454599.9,TRUE
syn-0058,cash_heavy,FIXED_DEPOSIT,2715685.0,3720066.93,TRUE
syn-0058,cash_heavy,MUTUAL_FUNDS,775910.0,571495.18,TRUE
syn-0059,volatile_heavy,CASH,20245.0,16258.13,TRUE
syn-0059,volatile_heavy,STOCKS,222695.0,236266.29,TRUE
syn-0059,volatile_heavy,CRYPTO,161960.0,125040.68,TRUE
syn-0061,equity_tilted,CASH,13184.0,18492.43,TRUE
syn-0061,equity_tilted,MUTUAL_FUNDS,52736.0,71256.21,TRUE
syn-0061,equity_tilted,STOCKS,82400.0,100268.98,TRUE
syn-0061,equity_tilted,BONDS,16480.0,22686.08,TRUE
syn-0063,equity_tilted,CASH,1075208.0,1109029.01,TRUE
syn-0063,equity_tilted,MUTUAL_FUNDS,4300832.0,3404066.3,TRUE
syn-0063,equity_tilted,STOCKS,6720050.0,9352484.84,TRUE
syn-0063,equity_tilted,BONDS,1344010.0,1231455.51,TRUE
syn-0064,equity_tilted,CASH,458912.0,642668.44,TRUE
syn-0064,equity_tilted,MUTUAL_FUNDS,1835648.0,1411979.37,TRUE
syn-0064,equity_tilted,STOCKS,2868200.0,2361218.4,TRUE
syn-0064,equity_tilted,BONDS,573640.0,402731.76,TRUE
syn-0065,volatile_heavy,CASH,29730.0,20787.65,TRUE
syn-0065,volatile_heavy,STOCKS,327030.0,263249.19,TRUE
syn-0065,volatile_heavy,CRYPTO,237840.0,180319.25,TRUE
syn-0066,cash_heavy,CASH,513480.0,640706.31,TRUE
syn-0066,cash_heavy,FIXED_DEPOSIT,326760.0,371368.28,TRUE
syn-0066,cash_heavy,MUTUAL_FUNDS,93360.0,68896.18,TRUE
syn-0068,cash_heavy,CASH,367510.0,253882.77,TRUE
syn-0068,cash_heavy,FIXED_DEPOSIT,233870.0,237432.59,TRUE
syn-0068,cash_heavy,MUTUAL_FUNDS,66820.0,80693.18,TRUE
syn-0069,cash_heavy,CASH,255970.0,249061.52,TRUE
syn-0069,cash_heavy,FIXED_DEPOSIT,162890.0,225222.01,TRUE
syn-0069,cash_heavy,MUTUAL_FUNDS,46540.0,63428.11,TRUE
syn-0070,equity_tilted,CASH,51960.0,69514.08,TRUE
syn-0070,equity_tilted,MUTUAL_FUNDS,207840.0,220251.73,TRUE
syn-0070,equity_tilted,STOCKS,324750.0,319007.33,TRUE
syn-0070,equity_tilted,BONDS,64950.0,46635.38,TRUE
syn-0071,volatile_heavy,CASH,73415.0,69994.69,TRUE
syn-0071,volatile_heavy,STOCKS,807565.0,751947.29,TRUE
syn-0071,volatile_heavy,CRYPTO,587320.0,810553.72,TRUE
syn-0075,equity_tilted,CASH,14808.0,15114.33,TRUE
syn-0075,equity_tilted,MUTUAL_FUNDS,59232.0,60116.53,TRUE
syn-0075,equity_tilted,STOCKS,92550.0,66080.89,TRUE
syn-0075,equity_tilted,BONDS,18510.0,13465.91,TRUE
syn-0076,balanced,CASH,457695.0,455841.47,TRUE
syn-0076,balanced,FIXED_DEPOSIT,762825.0,722597.14,TRUE
syn-0076,balanced,MUTUAL_FUNDS,915390.0,1235088.42,TRUE
syn-0076,balanced,STOCKS,610260.0,829680.07,TRUE
syn-0076,balanced,BONDS,305130.0,253766.61,TRUE
syn-0081,volatile_heavy,CASH,296025.0,305776.41,TRUE
syn-0081,volatile_heavy,STOCKS,3256275.0,2644101.28,TRUE
syn-0081,volatile_heavy,CRYPTO,2368200.0,2462247.49,TRUE
syn-0082,balanced,CASH,31050.0,25314.74,TRUE
syn-0082,balanced,FIXED_DEPOSIT,51750.0,41169.45,TRUE
syn-0082,balanced,MUTUAL_FUNDS,62100.0,68311.26,TRUE
syn-0082,balanced,STOCKS,41400.0,46320.02,TRUE
syn-0082,balanced,BONDS,20700.0,23524.79,TRUE
syn-0086,equity_tilted,CASH,472312.0,402071.65,TRUE
syn-0086,equity_tilted,MUTUAL_FUNDS,1889248.0,1392825.08,TRUE
syn-0086,equity_tilted,STOCKS,2951950.0,2204307.32,TRUE
syn-0086,equity_tilted,BONDS,590390.0,473949.51,TRUE
syn-0087,balanced,CASH,182415.0,163271.76,TRUE
syn-0087,balanced,FIXED_DEPOSIT,304025.0,211062.34,TRUE
syn-0087,balanced,MUTUAL_FUNDS,364830.0,545429.73,TRUE
syn-0087,balanced,STOCKS,243220.0,311343.83,TRUE
syn-0087,balanced,BONDS,121610.0,135445.81,TRUE
syn-0088,balanced,CASH,128085.0,193417.94,TRUE
syn-0088,balanced,FIXED_DEPOSIT,213475.0,160435.8,TRUE
syn-0088,balanced,MUTUAL_FUNDS,256170.0,354804.07,TRUE
syn-0088,balanced,STOCKS,170780.0,123740.36,TRUE
syn-0088,balanced,BONDS,85390.0,75116.18,TRUE
syn-0089,conservative_income,FIXED_DEPOSIT,35820.0,25662.75,TRUE
syn-0089,conservative_income,BONDS,31840.0,48432.08,TRUE
syn-0089,conservative_income,CASH,11940.0,14953.93,TRUE
syn-0091,conservative_income,FIXED_DEPOSIT,954900.0,660677.96,TRUE
syn-0091,conservative_income,BONDS,848800.0,598821.23,TRUE
syn-0091,conservative_income,CASH,318300.0,389191.16,TRUE
syn-0093,balanced,CASH,2274945.0,1690688.46,TRUE
syn-0093,balanced,FIXED_DEPOSIT,3791575.0,4466277.83,TRUE
syn-0093,balanced,MUTUAL_FUNDS,4549890.0,3729625.93,TRUE
syn-0093,balanced,STOCKS,3033260.0,2640640.22,TRUE
syn-0093,balanced,BONDS,1516630.0,1590519.63,TRUE
syn-0094,conservative_income,FIXED_DEPOSIT,2870145.0,3517464.58,TRUE
syn-0094,conservative_income,BONDS,2551240.0,3166678.32,TRUE
syn-0094,conservative_income,CASH,956715.0,1322543.91,TRUE
syn-0096,cash_heavy,CASH,1661935.0,1991047.64,TRUE
syn-0096,cash_heavy,FIXED_DEPOSIT,1057595.0,1311319.47,TRUE
syn-0096,cash_heavy,MUTUAL_FUNDS,302170.0,210063.89,TRUE
syn-0098,balanced,CASH,80715.0,74076.86,TRUE
syn-0098,balanced,FIXED_DEPOSIT,134525.0,133388.18,TRUE
syn-0098,balanced,MUTUAL_FUNDS,161430.0,234634.49,TRUE
syn-0098,balanced,STOCKS,107620.0,127120.52,TRUE
syn-0098,balanced,BONDS,53810.0,45827.91,TRUE
syn-0099,cash_heavy,CASH,52525.0,63076.46,TRUE
syn-0099,cash_heavy,FIXED_DEPOSIT,33425.0,23394.84,TRUE
syn-0099,cash_heavy,MUTUAL_FUNDS,9550.0,13566.13,TRUE
syn-0101,balanced,CASH,1426935.0,2092550.82,TRUE
syn-0101,balanced,FIXED_DEPOSIT,2378225.0,2686026.11,TRUE
syn-0101,balanced,MUTUAL_FUNDS,2853870.0,2851090.77,TRUE
syn-0101,balanced,STOCKS,1902580.0,1399322.57,TRUE
syn-0101,balanced,BONDS,951290.0,1031705.39,TRUE
syn-0102,balanced,CASH,73380.0,103887.08,TRUE
syn-0102,balanced,FIXED_DEPOSIT,122300.0,137995.98,TRUE
syn-0102,balanced,MUTUAL_FUNDS,146760.0,108860.41,TRUE
syn-0102,balanced,STOCKS,97840.0,146973.34,TRUE
syn-0102,balanced,BONDS,48920.0,34363.48,TRUE
syn-0104,volatile_heavy,CASH,514300.0,502329.23,TRUE
syn-0104,volatile_heavy,STOCKS,5657300.0,7310145.89,TRUE
syn-0104,volatile_heavy,CRYPTO,4114400.0,3623994.37,TRUE
syn-0107,conservative_income,FIXED_DEPOSIT,84285.0,74699.63,TRUE
syn-0107,conservative_income,BONDS,74920.0,64701.18,TRUE
syn-0107,conservative_income,CASH,28095.0,35837.75,TRUE
syn-0108,conservative_income,FIXED_DEPOSIT,2714805.0,2105990.5,TRUE
syn-0108,conservative_income,BONDS,2413160.0,2195702.71,TRUE
syn-0108,conservative_income,CASH,904935.0,697055.59,TRUE
syn-0109,cash_heavy,CASH,35640.0,45590.43,TRUE
syn-0109,cash_heavy,FIXED_DEPOSIT,22680.0,27839.28,TRUE
syn-0109,cash_heavy,MUTUAL_FUNDS,6480.0,8735.4,TRUE
syn-0110,conservative_income,FIXED_DEPOSIT,60660.0,71671.84,TRUE
syn-0110,conservative_income,BONDS,53920.0,71566.3,TRUE
syn-0110,conservative_income,CASH,20220.0,25418.18,TRUE
syn-0111,balanced,CASH,456540.0,540664.01,TRUE
syn-0111,balanced,FIXED_DEPOSIT,760900.0,931812.9,TRUE
syn-0111,balanced,MUTUAL_FUNDS,913080.0,696606.61,TRUE
syn-0111,balanced,STOCKS,608720.0,686904.72,TRUE
syn-0111,balanced,BONDS,304360.0,255583.74,TRUE
syn-0115,equity_tilted,CASH,104920.0,88035.22,TRUE
syn-0115,equity_tilted,MUTUAL_FUNDS,419680.0,454669.05,TRUE
syn-0115,equity_tilted,STOCKS,655750.0,887515.69,TRUE
syn-0115,equity_tilted,BONDS,131150.0,125612.27,TRUE
syn-0116,equity_tilted,CASH,145496.0,117237.28,TRUE
syn-0116,equity_tilted,MUTUAL_FUNDS,581984.0,611010.37,TRUE
syn-0116,equity_tilted,STOCKS,909350.0,855525.37,TRUE
syn-0116,equity_tilted,BONDS,181870.0,191291.03,TRUE
syn-0118,volatile_heavy,CASH,22550.0,22655.59,TRUE
syn-0118,volatile_heavy,STOCKS,248050.0,202430.05,TRUE
syn-0118,volatile_heavy,CRYPTO,180400.0,185370.16,TRUE
syn-0119,balanced,CASH,124590.0,96767.21,TRUE
syn-0119,balanced,FIXED_DEPOSIT,207650.0,194544.38,TRUE
syn-0119,balanced,MUTUAL_FUNDS,249180.0,173530.35,TRUE
syn-0119,balanced,STOCKS,166120.0,188196.55,TRUE
syn-0119,balanced,BONDS,83060.0,66031.22,TRUE
syn-0120,volatile_heavy,CASH,28615.0,27943.6,TRUE
syn-0120,volatile_heavy,STOCKS,314765.0,309315.78,TRUE
syn-0120,volatile_heavy,CRYPTO,228920.0,193773.15,TRUE
syn-0121,balanced,CASH,31485.0,24762.1,TRUE
syn-0121,balanced,FIXED_DEPOSIT,52475.0,63809.53,TRUE
syn-0121,balanced,MUTUAL_FUNDS,62970.0,68745.84,TRUE
syn-0121,balanced,STOCKS,41980.0,47983.78,TRUE
syn-0121,balanced,BONDS,20990.0,28034.51,TRUE
syn-0122,cash_heavy,CASH,1535105.0,1093838.03,TRUE
syn-0122,cash_heavy,FIXED_DEPOSIT,976885.0,1161273.54,TRUE
syn-0122,cash_heavy,MUTUAL_FUNDS,279110.0,305879.45,TRUE
syn-0123,equity_tilted,CASH,7264.0,5698.49,TRUE
syn-0123,equity_tilted,MUTUAL_FUNDS,29056.0,21759.76,TRUE
syn-0123,equity_tilted,STOCKS,45400.0,69386.5,TRUE
syn-0123,equity_tilted,BONDS,9080.0,7183.01,TRUE
syn-0124,volatile_heavy,CASH,5130.0,4233.9,TRUE
syn-0124,volatile_heavy,STOCKS,56430.0,47872.38,TRUE
syn-0124,volatile_heavy,CRYPTO,41040.0,46294.64,TRUE
syn-0126,conservative_income,FIXED_DEPOSIT,824130.0,775513.88,TRUE
syn-0126,conservative_income,BONDS,732560.0,899257.08,TRUE
syn-0126,conservative_income,CASH,274710.0,209964.02,TRUE
syn-0127,balanced,CASH,39570.0,39190.23,TRUE
syn-0127,balanced,FIXED_DEPOSIT,65950.0,99093.83,TRUE
syn-0127,balanced,MUTUAL_FUNDS,79140.0,103140.2,TRUE
syn-0127,balanced,STOCKS,52760.0,57769.69,TRUE
syn-0127,balanced,BONDS,26380.0,19346.87,TRUE
syn-0129,equity_tilted,CASH,85952.0,101751.87,TRUE
syn-0129,equity_tilted,MUTUAL_FUNDS,343808.0,264085.29,TRUE
syn-0129,equity_tilted,STOCKS,537200.0,474553.97,TRUE
syn-0129,equity_tilted,BONDS,107440.0,84429.68,TRUE
syn-0130,cash_heavy,CASH,804045.0,857946.18,TRUE
syn-0130,cash_heavy,FIXED_DEPOSIT,511665.0,484888.62,TRUE
syn-0130,cash_heavy,MUTUAL_FUNDS,146190.0,140400.61,TRUE
syn-0131,cash_heavy,CASH,180565.0,131423.9,TRUE
syn-0131,cash_heavy,FIXED_DEPOSIT,114905.0,79984.61,TRUE
syn-0131,cash_heavy,MUTUAL_FUNDS,32830.0,29133.06,TRUE
syn-0132,volatile_heavy,CASH,9040.0,11991.8,TRUE
syn-0132,volatile_heavy,STOCKS,99440.0,121546.01,TRUE
syn-0132,volatile_heavy,CRYPTO,72320.0,76847.25,TRUE
syn-0133,conservative_income,FIXED_DEPOSIT,241425.0,236702.55,TRUE
syn-0133,conservative_income,BONDS,214600.0,289293.86,TRUE
syn-0133,conservative_income,CASH,80475.0,122477.28,TRUE
syn-0134,cash_heavy,CASH,5595425.0,4389659.96,TRUE
syn-0134,cash_heavy,FIXED_DEPOSIT,3560725.0,5047791.25,TRUE
syn-0134,cash_heavy,MUTUAL_FUNDS,1017350.0,1044632.12,TRUE
syn-0136,conservative_income,FIXED_DEPOSIT,80010.0,109294.3,TRUE
syn-0136,conservative_income,BONDS,71120.0,65674.75,TRUE
syn-0136,conservative_income,CASH,26670.0,18656.42,TRUE
syn-0137,conservative_income,FIXED_DEPOSIT,31455.0,26144.84,TRUE
syn-0137,conservative_income,BONDS,27960.0,25818.72,TRUE
syn-0137,conservative_income,CASH,10485.0,11228.48,TRUE
syn-0139,volatile_heavy,CASH,75195.0,110102.95,TRUE
syn-0139,volatile_heavy,STOCKS,827145.0,617226.41,TRUE
syn-0139,volatile_heavy,CRYPTO,601560.0,827377.42,TRUE
syn-0141,volatile_heavy,CASH,60555.0,65018.12,TRUE
syn-0141,volatile_heavy,STOCKS,666105.0,482272.33,TRUE
syn-0141,volatile_heavy,CRYPTO,484440.0,423138.1,TRUE
syn-0142,balanced,CASH,275220.0,201898.47,TRUE
syn-0142,balanced,FIXED_DEPOSIT,458700.0,443389.93,TRUE
syn-0142,balanced,MUTUAL_FUNDS,550440.0,577359.8,TRUE
syn-0142,balanced,STOCKS,366960.0,502176.25,TRUE
syn-0142,balanced,BONDS,183480.0,223061.22,TRUE
syn-0143,conservative_income,FIXED_DEPOSIT,3899385.0,4057922.94,TRUE
syn-0143,conservative_income,BONDS,3466120.0,3070513.15,TRUE
syn-0143,conservative_income,CASH,1299795.0,1851036.71,TRUE
syn-0144,equity_tilted,CASH,61344.0,53250.9,TRUE
syn-0144,equity_tilted,MUTUAL_FUNDS,245376.0,204061.46,TRUE
syn-0144,equity_tilted,STOCKS,383400.0,520297.35,TRUE
syn-0144,equity_tilted,BONDS,76680.0,66344.08,TRUE
syn-0145,equity_tilted,CASH,227328.0,205869.1,TRUE
syn-0145,equity_tilted,MUTUAL_FUNDS,909312.0,999001.01,TRUE
syn-0145,equity_tilted,STOCKS,1420800.0,1690744.53,TRUE
syn-0145,equity_tilted,BONDS,284160.0,343780.93,TRUE
syn-0146,cash_heavy,CASH,48180.0,57188.96,TRUE
syn-0146,cash_heavy,FIXED_DEPOSIT,30660.0,25661.19,TRUE
syn-0146,cash_heavy,MUTUAL_FUNDS,8760.0,8630.66,TRUE
syn-0147,balanced,CASH,884850.0,829133.44,TRUE
syn-0147,balanced,FIXED_DEPOSIT,1474750.0,1768638.68,TRUE
syn-0147,balanced,MUTUAL_FUNDS,1769700.0,2213218.29,TRUE
syn-0147,balanced,STOCKS,1179800.0,871041.36,TRUE
syn-0147,balanced,BONDS,589900.0,761492.28,TRUE
syn-0148,conservative_income,FIXED_DEPOSIT,523575.0,389198.65,TRUE
syn-0148,conservative_income,BONDS,465400.0,539838.83,TRUE
syn-0148,conservative_income,CASH,174525.0,136325.59,TRUE
syn-0149,conservative_income,FIXED_DEPOSIT,5159205.0,5212268.66,TRUE
syn-0149,conservative_income,BONDS,4585960.0,4375644.08,TRUE
syn-0149,conservative_income,CASH,1719735.0,1313632.32,TRUE
syn-0151,conservative_income,FIXED_DEPOSIT,298755.0,283360.0,TRUE
syn-0151,conservative_income,BONDS,265560.0,187095.14,TRUE
syn-0151,conservative_income,CASH,99585.0,135071.11,TRUE
syn-0152,equity_tilted,CASH,34424.0,52542.24,TRUE
syn-0152,equity_tilted,MUTUAL_FUNDS,137696.0,164104.9,TRUE
syn-0152,equity_tilted,STOCKS,215150.0,252092.24,TRUE
syn-0152,equity_tilted,BONDS,43030.0,33503.99,TRUE
syn-0153,balanced,CASH,358125.0,319910.06,TRUE
syn-0153,balanced,FIXED_DEPOSIT,596875.0,902680.24,TRUE
syn-0153,balanced,MUTUAL_FUNDS,716250.0,895885.9,TRUE
syn-0153,balanced,STOCKS,477500.0,400896.88,TRUE
syn-0153,balanced,BONDS,238750.0,293601.04,TRUE
syn-0154,balanced,CASH,8850.0,10755.04,TRUE
syn-0154,balanced,FIXED_DEPOSIT,14750.0,12295.23,TRUE
syn-0154,balanced,MUTUAL_FUNDS,17700.0,19467.45,TRUE
syn-0154,balanced,STOCKS,11800.0,12485.15,TRUE
syn-0154,balanced,BONDS,5900.0,4164.82,TRUE
syn-0155,equity_tilted,CASH,14992.0,11642.45,TRUE
syn-0155,equity_tilted,MUTUAL_FUNDS,59968.0,45855.88,TRUE
syn-0155,equity_tilted,STOCKS,93700.0,98151.8,TRUE
syn-0155,equity_tilted,BONDS,18740.0,28779.25,TRUE
syn-0156,cash_heavy,CASH,56815.0,62882.44,TRUE
syn-0156,cash_heavy,FIXED_DEPOSIT,36155.0,28631.08,TRUE
syn-0156,cash_heavy,MUTUAL_FUNDS,10330.0,9093.76,TRUE
syn-0157,cash_heavy,CASH,259820.0,182246.66,TRUE
syn-0157,cash_heavy,FIXED_DEPOSIT,165340.0,124232.87,TRUE
syn-0157,cash_heavy,MUTUAL_FUNDS,47240.0,41126.28,TRUE
syn-0160,cash_heavy,CASH,286330.0,251036.23,TRUE
syn-0160,cash_heavy,FIXED_DEPOSIT,182210.0,161395.8,TRUE
